# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000225174    6  108409719  108490596     26       9  650800      0.33724     4.996e-16      0.33724
ENSG00000233511    6  108538418  108583604     25       4  687796      0.41423     4.996e-16      0.41423
ENSG00000212525    6  108538605  108583711     25       4  687796      0.41423     4.996e-16      0.41423
ENSG00000230248    6  108561846  108607750     17       3  688882      0.15137    5.2736e-16      0.15137
ENSG00000206974    6  108578970  108624073     11       2  674638      0.46451     4.996e-16      0.46451
ENSG00000238055    6  108604283  108649608     13       2  671710      0.63786    5.5511e-16      0.63786
ENSG00000227072    6  108673716  108719284     18       3  688408     -0.17097    5.2736e-16     -0.17097
ENSG00000200799    6  108678277  108723381     17       3  688237     -0.27711     4.996e-16     -0.27711
ENSG00000238079    6  108683976  108729131     18       3  688650     -0.34066     4.996e-16     -0.34066
ENSG00000271608    6  108862221  108907410     36       6  691106        6.183    8.8818e-16        6.183
ENSG00000228976    6  108929203  108974488     22       3  682716       5.3851    8.8818e-16       5.3851
ENSG00000203801    6  109037857  109101145     86      13  682771      -0.4166     4.996e-16      -0.4166
ENSG00000219565    6  109093329  109143256     52       8  692043        1.515    4.4409e-16        1.515
ENSG00000231559    6  109103883  109149129     58      10  686963       1.5367    4.4409e-16       1.5367
ENSG00000218872    6  109167603  109212940     29       4  687574     -0.63814    5.5511e-16     -0.63814
ENSG00000228834    6  109218818  109264076     54       6  688199      -1.2354    4.4409e-16      -1.2354
ENSG00000230290    6  109234179  109280306     58       8  689501      -1.2668    4.4409e-16      -1.2668
ENSG00000271730    6  109284685  109330328     44       2  682139      -1.6323    4.4409e-16      -1.6323
ENSG00000199944    6  109370712  109415817     15       4  688221      -1.1806    4.4409e-16      -1.1806
ENSG00000243587    6  109452036  109602217    132      10  684652      0.94142    5.5511e-16      0.94142
ENSG00000233908    6  109574643  109619765     63       5  683233       2.4146    4.4409e-16       2.4146
ENSG00000203799    6  109577231  109686266    132      13  686819       2.5918    4.4409e-16       2.5918
ENSG00000219700    6  109599774  109646706     67       5  688397       2.5054    4.4409e-16       2.5054
ENSG00000218632    6  109638378  109684117     51       9  686535       2.9512    4.4409e-16       2.9512
ENSG00000260273    6  109668998  109714869     40       4  689934       1.5765    4.4409e-16       1.5765
ENSG00000239160    6  109745377  109790443     24       5  670881       1.9966    4.4409e-16       1.9966
ENSG00000223537    6  109774109  109838003     39       4  686495       1.0763    4.4409e-16       1.0763
ENSG00000253037    6  109790590  109835729     31       3  692388       1.1667    4.4409e-16       1.1667
ENSG00000232311    6  110112725  110159988     34       4  682436    -0.073755    5.2736e-16    -0.073755
ENSG00000241162    6  110751202  110796506     41       9  670201      -1.4299    4.4409e-16      -1.4299
ENSG00000260188    6  110764110  110810639     38      10  667500      -1.9485    4.4409e-16      -1.9485
ENSG00000219559    6  110873378  110918818     59       9  680246     -0.34741     4.996e-16     -0.34741
ENSG00000270934    6  110884296  110929908     43       6  681934     -0.53847    5.5511e-16     -0.53847
ENSG00000213150    6  110931902  110977761     30       6  684814      0.82905    5.5511e-16      0.82905
ENSG00000217041    6  110986765  111032103     18       3  674149      -1.4977    4.4409e-16      -1.4977
ENSG00000219150    6  111017565  111063085     13       3  686374      -1.1774    4.4409e-16      -1.1774
ENSG00000200522    6  111033453  111078551     18       3  684761      -1.3131    4.4409e-16      -1.3131
ENSG00000199360    6  111142620  111187725     27       6  684518      -1.4067    4.4409e-16      -1.4067
ENSG00000213149    6  111144442  111190350     27       6  684518      -1.4067    4.4409e-16      -1.4067
ENSG00000271607    6  111150063  111195654     28       7  684812      -1.6087    4.4409e-16      -1.6087
ENSG00000219329    6  111209769  111255310     19       5  684031      -1.1577    4.4409e-16      -1.1577
ENSG00000266032    6  111280976  111326075     64       4  687819      -1.5497    4.4409e-16      -1.5497
ENSG00000207431    6  111319473  111364579     38       6  685747     -0.90257    5.5511e-16     -0.90257
ENSG00000218803    6  111358071  111403724     23       6  669425      0.31335     4.996e-16      0.31335
ENSG00000200926    6  111402416  111447535     14       5  664960       0.7409    5.5511e-16       0.7409
ENSG00000231046    6  111538950  111615237     52       9  682909       1.4646    4.4409e-16       1.4646
ENSG00000230177    6  111564135  111609945     27       6  682066       1.4226    4.4409e-16       1.4226
ENSG00000271789    6  111583329  111629713     35       6  685615       1.6097    4.4409e-16       1.6097
ENSG00000272356    6  111595406  111644720     37       6  686264       1.2015    4.4409e-16       1.2015
ENSG00000220392    6  111639905  111685386     47       7  679893       1.4252    4.4409e-16       1.4252
ENSG00000229276    6  111671844  111717810     37       7  678252       1.7757    4.4409e-16       1.7757
ENSG00000218676    6  111716463  111762984     25       4  672372       1.5512    4.4409e-16       1.5512
ENSG00000231889    6  111769714  111929505    134      15  682100        1.782    4.4409e-16        1.782
ENSG00000220506    6  111806194  111851916     38       6  679732       2.2141    4.4409e-16       2.2141
ENSG00000255389    6  111886078  111933498     56       8  685032       1.6202    4.4409e-16       1.6202
ENSG00000227012    6  112211692  112258054     27       5  690612     -0.92211    5.5511e-16     -0.92211
ENSG00000237234    6  112440967  112497670     51       9  685072     -0.57082    5.5511e-16     -0.57082
ENSG00000207044    6  112507642  112552748     70      12  687167        1.475    4.4409e-16        1.475
ENSG00000226440    6  112522294  112681296    189      34  686037     -0.60334    5.5511e-16     -0.60334
ENSG00000270661    6  112528841  112575771     45      10  684643       -1.122    4.4409e-16       -1.122
ENSG00000271208    6  112545366  112590959     36       7  681034     -0.87849    5.5511e-16     -0.87849
ENSG00000216663    6  112636955  112682951     55      12  687285     -0.83876    5.5511e-16     -0.83876
ENSG00000219773    6  112667043  112712916     64       8  682680      -1.0309    4.4409e-16      -1.0309
ENSG00000215807    6  112672639  112719039     72       7  683244      -1.1373    4.4409e-16      -1.1373
ENSG00000266485    6  112673050  112718141     67       7  682948      -1.0517    4.4409e-16      -1.0517
ENSG00000217770    6  112676906  112723646     77       7  683746      -1.1379    4.4409e-16      -1.1379
ENSG00000232299    6  112787740  112837838     22       4  679975      0.37149     4.996e-16      0.37149
ENSG00000252215    6  112818384  112863487     17       3  679586     -0.18181    5.2736e-16     -0.18181
ENSG00000225580    6  112927905  112974082     55      14  681592       1.1551    4.4409e-16       1.1551
ENSG00000271498    6  113112141  113157672     50       7  684959       2.7946    4.4409e-16       2.7946
ENSG00000201386    6  113257695  113302801     25       2  683626     -0.74141    5.5511e-16     -0.74141
ENSG00000218490    6  113297139  113342617     19       5  670053       1.0964    4.4409e-16       1.0964
ENSG00000216904    6  113508368  113555274     53       7  685275    -0.028606    5.2389e-16    -0.028606
ENSG00000223811    6  113668205  113724146     62      12  683654       1.0103    4.4409e-16       1.0103
ENSG00000232316    6  113739742  113789623     70       5  690093     -0.75169    5.5511e-16     -0.75169
ENSG00000222677    6  113801189  113846285      8       3  693300       1.1559    4.4409e-16       1.1559
ENSG00000236347    6  113817320  113874995      3       2  697676      0.30815     4.996e-16      0.30815
ENSG00000218208    6  113867703  113913149     18       4  688104       1.6856    4.4409e-16       1.6856
ENSG00000266650    6  113889117  113934227     24       4  690072       1.6241    4.4409e-16       1.6241
ENSG00000230943    6  113934737  114006276     59      10  688801       2.1535    4.4409e-16       2.1535
ENSG00000221559    6  113991035  114036125     60      12  688012      0.42019     4.996e-16      0.42019
ENSG00000231912    6  114103032  114193556     58       9  680627      -0.1999    5.2736e-16      -0.1999
ENSG00000219758    6  114125463  114170808     25       3  692217      -1.2715    4.4409e-16      -1.2715
ENSG00000227502    6  114179178  114229516     51      11  687482      0.61956    5.5511e-16      0.61956
ENSG00000175967    6  114190302  114252806     71      13  689783     0.057822    5.2736e-16     0.057822
ENSG00000228624    6  114255865  114802869    496      53  688709       1.1892    4.4409e-16       1.1892
ENSG00000216723    6  114330785  114376647     47       6  685599      -1.7715    4.4409e-16      -1.7715
ENSG00000216471    6  114395332  114440956     50       9  690296      -1.1863    4.4409e-16      -1.1863
ENSG00000212333    6  114531845  114576950     41      10  689796       1.2438    4.4409e-16       1.2438
ENSG00000221599    6  114588549  114633642     44       8  687711        2.135    4.4409e-16        2.135
ENSG00000218089    6  114660647  114706812     27       4  689511       1.4445    4.4409e-16       1.4445
ENSG00000232395    6  114788514  114844916     50       7  687597      0.75142    5.5511e-16      0.75142
ENSG00000226079    6  114834615  114892039     34       6  684766      -0.6929    5.5511e-16      -0.6929
ENSG00000251882    6  115178037  115223140     28       4  684023      0.49396     4.996e-16      0.49396
ENSG00000219619    6  115669662  115714916     34       5  690124     -0.38925     4.996e-16     -0.38925
ENSG00000228777    6  115944706  115990355     24       7  680645      0.31014     4.996e-16      0.31014
ENSG00000186743    6  116324919  116370658     26       2  705106      -1.1899    4.4409e-16      -1.1899
ENSG00000218428    6  116448221  116493735     26       3  689736      -1.7139    4.4409e-16      -1.7139
ENSG00000237021    6  116540370  116587906     54       7  688967      -1.3585    4.4409e-16      -1.3585
ENSG00000236326    6  116555350  116600891     46       7  687672      -1.7543    4.4409e-16      -1.7543
ENSG00000240050    6  116566362  116701436     96      10  686174       -2.507    4.4409e-16       -2.507
ENSG00000233558    6  116569656  116615278     45       6  685920      -2.0971    4.4409e-16      -2.0971
ENSG00000272403    6  116730323  116776023     49       8  689310      -1.7444    4.4409e-16      -1.7444
ENSG00000217241    6  116764177  116809728     45       7  690738     -0.86735    5.5511e-16     -0.86735
ENSG00000218153    6  116768486  116814832     45       6  687587     -0.57318    5.5511e-16     -0.57318
ENSG00000265516    6  116768895  116813985     44       6  687543      -0.6272    5.5511e-16      -0.6272
ENSG00000244158    6  116771902  116819855     45       6  684955     -0.40544     4.996e-16     -0.40544
ENSG00000234117    6  116778460  116828262     47       7  676363     0.086835    5.2736e-16     0.086835
ENSG00000200248    6  117346845  117391962     34       3  677474       -1.133    4.4409e-16       -1.133
ENSG00000217089    6  117359833  117405001     22       3  683111     -0.92097    5.5511e-16     -0.92097
ENSG00000251814    6  117585527  117630801     46       9  669583     -0.38672     4.996e-16     -0.38672
ENSG00000222713    6  117587618  117632921     45       9  664271     -0.30577     4.996e-16     -0.30577
ENSG00000219703    6  117717754  117763605     83       9  691111      -0.4101     4.996e-16      -0.4101
ENSG00000221434    6  117731553  117776604     69       6  688456     -0.31882     4.996e-16     -0.31882
ENSG00000226181    6  117762293  117809688     64       8  688800      0.56974    5.5511e-16      0.56974
ENSG00000207461    6  117768897  117814001     55       7  688298      0.71439    5.5511e-16      0.71439
ENSG00000218233    6  117919869  117976250     41       7  686768     0.042263    5.2736e-16     0.042263
ENSG00000230202    6  118285138  118330611     36       4  691394     -0.63409    5.5511e-16     -0.63409
ENSG00000216809    6  118763632  118811155     44       7  735443      0.68497    5.5511e-16      0.68497
ENSG00000169075    6  118787593  118834069     48       7  737178      0.77828    5.5511e-16      0.77828
ENSG00000217330    6  118875233  118920797     41       7  720316       0.8872    5.5511e-16       0.8872
ENSG00000225549    6  119043681  119114583     77      16  735600       1.1816    4.4409e-16       1.1816
ENSG00000253194    6  119220950  119362706     99      11  683564       1.4842    4.4409e-16       1.4842
ENSG00000207982    6  119380212  119425308     26       6  674459       1.7268    4.4409e-16       1.7268
ENSG00000220139    6  119445462  119490641     46       8  687245       2.7372    4.4409e-16       2.7372
ENSG00000216316    6  119580298  119625879    103       7  685340       1.0513    4.4409e-16       1.0513
ENSG00000200732    6  119613446  119658550     91       5  687059      0.40977     4.996e-16      0.40977
ENSG00000265725    6  120301325  120346403     42       6  688355       4.6571    8.8818e-16       4.6571
ENSG00000206857    6  120837440  120882546     82       7  683029     -0.94756    5.5511e-16     -0.94756
ENSG00000200310    6  120972767  121017888     60       9  686758      -0.3021     4.996e-16      -0.3021
ENSG00000216710    6  121067366  121112658     39       8  690679    -0.039767    5.2736e-16    -0.039767
ENSG00000206598    6  121640500  121685606     56      10  685001    -0.074079    5.2736e-16    -0.074079
ENSG00000220447    6  121667618  121713006     46       6  679780     -0.57866    5.5511e-16     -0.57866
ENSG00000272714    6  121675470  121721503     40       5  679939     -0.59991    5.5511e-16     -0.59991
ENSG00000199458    6  121765127  121810267     38       7  685825      -2.3958    4.4409e-16      -2.3958
ENSG00000219784    6  121789419  121836054     61       8  694133       -2.733    4.4409e-16       -2.733
ENSG00000201379    6  121853632  121898772     27       4  684140      -2.9502    4.4409e-16      -2.9502
ENSG00000222659    6  121891478  121936667     25       4  690064       0.4096     4.996e-16       0.4096
ENSG00000218180    6  121939941  121985836     18       4  682297       0.7238    5.5511e-16       0.7238
ENSG00000220326    6  121952155  121997367     16       3  681605      0.93144    5.5511e-16      0.93144
ENSG00000217139    6  121969071  122015418     30       3  685773      0.81103    5.5511e-16      0.81103
ENSG00000219135    6  121991118  122036605     30       2  687334      0.72532    5.5511e-16      0.72532
ENSG00000220184    6  122169325  122214914     36       5  688620     -0.49372     4.996e-16     -0.49372
ENSG00000199932    6  122497794  122542957     47       6  690521     -0.54082    5.5511e-16     -0.54082
ENSG00000272472    6  122929533  122975916     34       6  682281    -0.069406    5.2736e-16    -0.069406
ENSG00000240606    6  123031419  123076693     52       9  672962      0.15366    5.2736e-16      0.15366
ENSG00000232362    6  123170823  123216133     35       5  680582     -0.65007    5.5511e-16     -0.65007
ENSG00000235535    6  123697857  123802904    103      14  682662         1.47    4.4409e-16         1.47
ENSG00000216015    6  124051579  124096677     43       5  668399      0.49173     4.996e-16      0.49173
ENSG00000237321    6  124109385  124160430     71      11  646734      -2.1599    4.4409e-16      -2.1599
ENSG00000236548    6  125220239  125319185     90       8  686732      -1.0059    4.4409e-16      -1.0059
ENSG00000226409    6  125681357  125730470     41       7  684290      -1.3648    4.4409e-16      -1.3648
ENSG00000228704    6  125736773  125801329     84       9  653303      0.31273     4.996e-16      0.31273
ENSG00000237742    6  125889704  126105336    145      10  681930       2.3933    4.4409e-16       2.3933
ENSG00000224506    6  125960499  126051364     68       3  677096       2.0498    4.4409e-16       2.0498
ENSG00000232131    6  126109002  126175004     43       7  687541       2.5565    4.4409e-16       2.5565
ENSG00000222445    6  126161314  126206644     33       6  693534       1.2414    4.4409e-16       1.2414
ENSG00000251920    6  126290958  126336080     29       1  686020      0.24363    5.2736e-16      0.24363
ENSG00000231842    6  126463339  126533385     18       4  665107      0.20576    5.2736e-16      0.20576
ENSG00000213133    6  126569067  126614501     36       3  685541      0.55952    5.5511e-16      0.55952
ENSG00000207632    6  126770777  126815859     20       1  693219      0.66168    5.5511e-16      0.66168
ENSG00000201613    6  126901433  126946539     12       1  685965      0.95423    5.5511e-16      0.95423
ENSG00000220548    6  126913502  126959795     14       1  685844        1.012    4.4409e-16        1.012
ENSG00000217325    6  126929634  126975536     18       2  697071       0.8411    5.5511e-16       0.8411
ENSG00000217404    6  126969181  127014992     12       2  690527       1.2344    4.4409e-16       1.2344
ENSG00000251768    6  127629028  127674118     37       5  686637      0.77324    5.5511e-16      0.77324
ENSG00000213131    6  127641901  127687934     39       5  682863      0.76671    5.5511e-16      0.76671
ENSG00000220744    6  127648658  127694548     37       5  682330      0.77615    5.5511e-16      0.77615
ENSG00000220694    6  127721781  127767334     42       4  684120        3.119    4.4409e-16        3.119
ENSG00000220522    6  127727680  127773097     35       3  680681       3.4543    4.4409e-16       3.4543
ENSG00000219284    6  127944103  127991466     33       8  664905       2.2136    4.4409e-16       2.2136
ENSG00000260212    6  127945569  127991483     31       8  663946       2.2215    4.4409e-16       2.2215
ENSG00000218187    6  127966005  128011423     29       3  676870       1.4688    4.4409e-16       1.4688
ENSG00000219699    6  127970835  128016724     33       3  673748       1.5103    4.4409e-16       1.5103
ENSG00000227945    6  128314031  128416393     78       7  667987       1.1272    4.4409e-16       1.1272
ENSG00000228972    6  128742086  128788913     24       5  677742       1.0059    4.4409e-16       1.0059
ENSG00000182404    6  128758543  128805446     29       4  681665       1.1469    4.4409e-16       1.1469
ENSG00000224733    6  128786672  128832321     31       5  674486       1.5907    4.4409e-16       1.5907
ENSG00000227112    6  128791270  128837421     35       6  675996       1.6688    4.4409e-16       1.6688
ENSG00000213130    6  128891258  128937029     38       4  675692       2.0774    4.4409e-16       2.0774
ENSG00000220110    6  128950333  128995798     51       4  687244        0.161    5.2736e-16        0.161
ENSG00000220884    6  129240140  129286133     27       3  689231     -0.41446     4.996e-16     -0.41446
ENSG00000219642    6  129468668  129515265     34       3  687133       2.3195    4.4409e-16       2.3195
ENSG00000252554    6  129748020  129793125     30       5  672098       0.5503    5.5511e-16       0.5503
ENSG00000233351    6  129790760  129837555     65       6  682174       1.3095    4.4409e-16       1.3095
ENSG00000226149    6  129837771  129908732     58      14  680518      0.26352     4.996e-16      0.26352
ENSG00000211996    6  130033882  130078964     68      21  678718      -1.1968    4.4409e-16      -1.1968
ENSG00000218689    6  130067443  130113257     91      24  674719      -1.3409    4.4409e-16      -1.3409
ENSG00000218725    6  130087053  130133359     62      13  672989     -0.23071    5.2736e-16     -0.23071
ENSG00000219666    6  130094914  130140190     53      10  680084      0.59433    5.5511e-16      0.59433
ENSG00000219302    6  130130782  130176315    102      13  683664       1.4744    4.4409e-16       1.4744
ENSG00000227678    6  130444555  130500515     69      12  688283      0.87649    5.5511e-16      0.87649
ENSG00000266556    6  130720410  130765498     61       7  684835       1.0875    4.4409e-16       1.0875
ENSG00000229923    6  130983457  131028923     53       7  685786      -1.6772    4.4409e-16      -1.6772
ENSG00000218857    6  131495465  131541626     50       7  677699      0.23816    5.2736e-16      0.23816
ENSG00000219776    6  131755199  131800676     40       5  670594      0.36011     4.996e-16      0.36011
ENSG00000252560    6  131953958  131999106     27       6  678881       3.0413    4.4409e-16       3.0413
ENSG00000266807    6  132078312  132123371     51       5  693526      -1.0949    4.4409e-16      -1.0949
ENSG00000216917    6  132091861  132137452     36       7  686708      -1.3146    4.4409e-16      -1.3146
ENSG00000200895    6  132106474  132151793     37      10  679528       -1.482    4.4409e-16       -1.482
ENSG00000219532    6  132130943  132176231     55      11  682218      0.55282    5.5511e-16      0.55282
ENSG00000237115    6  132137121  132184553     54      11  682991      0.59133    5.5511e-16      0.59133
ENSG00000236673    6  132188103  132251705     89      10  672305      -1.7882    4.4409e-16      -1.7882
ENSG00000227220    6  132237086  132408533    181      20  686169      -1.4334    4.4409e-16      -1.4334
ENSG00000236166    6  132371224  132430419     69       9  691475     -0.97957    5.5511e-16     -0.97957
ENSG00000228495    6  132418055  132500514     48       7  683844      -0.7352    5.5511e-16      -0.7352
ENSG00000265669    6  132426332  132471403     37       5  685134     -0.76006    5.5511e-16     -0.76006
ENSG00000223912    6  132558121  132604471     30       6  684126      -2.2765    4.4409e-16      -2.2765
ENSG00000237110    6  132824429  132870470     43       9  683237      -1.8437    4.4409e-16      -1.8437
ENSG00000225343    6  132829969  132875434     41       8  685406       -1.511    4.4409e-16       -1.511
ENSG00000235998    6  132845163  132890404     67       9  688989      -1.5921    4.4409e-16      -1.5921
ENSG00000237449    6  132905537  132951575     98      20  674825       -0.274     4.996e-16       -0.274
ENSG00000179073    6  132919364  132965441     85      18  666317     -0.18487    5.2736e-16     -0.18487
ENSG00000218194    6  132961024  133006522     54       8  685464      -1.2376    4.4409e-16      -1.2376
ENSG00000218991    6  132984922  133030806     88       8  671479      -1.9666    4.4409e-16      -1.9666
ENSG00000234484    6  133038814  133085090     59      11  676997      -2.6045    4.4409e-16      -2.6045
ENSG00000271488    6  133050799  133096597     72      14  678866      -2.7918    4.4409e-16      -2.7918
ENSG00000206754    6  133101446  133146518     62       6  690076      -1.5291    4.4409e-16      -1.5291
ENSG00000221500    6  133102941  133148016     61       7  690073      -1.5501    4.4409e-16      -1.5501
ENSG00000200534    6  133103358  133148487     61       7  690073      -1.5501    4.4409e-16      -1.5501
ENSG00000220557    6  133179357  133224998     51       5  691077     -0.86617    5.5511e-16     -0.86617
ENSG00000213122    6  133308690  133354179     26       3  682727     -0.84913    5.5511e-16     -0.84913
ENSG00000231023    6  133374219  133437717     24       2  689354      0.75158    5.5511e-16      0.75158
ENSG00000220113    6  133436707  133481955     45       4  691709     -0.20167    5.2736e-16     -0.20167
ENSG00000223542    6  133746215  133795602     52       8  688150     -0.16369    5.2736e-16     -0.16369
ENSG00000234567    6  133763995  133812743     43       8  688344     -0.80656    5.5511e-16     -0.80656
ENSG00000227954    6  133813390  134248074    401      36  703971      -2.4285    4.4409e-16      -2.4285
ENSG00000238059    6  133821524  133866831     47       7  687949      -2.7627    4.4409e-16      -2.7627
ENSG00000272428    6  133826922  133872312     47       7  688881      -2.5938    4.4409e-16      -2.5938
ENSG00000218213    6  133987867  134033567     26       3  689983      -2.3959    4.4409e-16      -2.3959
ENSG00000223586    6  134107285  134182938     63       8  745740       -1.358    4.4409e-16       -1.358
ENSG00000266875    6  134419711  134465004     39       7  679383     -0.69173    5.5511e-16     -0.69173
ENSG00000216753    6  134426373  134471874     49      10  677571     -0.89187    5.5511e-16     -0.89187
ENSG00000200058    6  134543173  134588281     46      14  671217       1.4457    4.4409e-16       1.4457
ENSG00000220378    6  134608135  134654833     45       9  688925       1.2752    4.4409e-16       1.2752
ENSG00000213118    6  134704280  134750038     60      11  667745     -0.23123    5.2736e-16     -0.23123
ENSG00000236700    6  134723854  134835719    158      19  678713     -0.84935    5.5511e-16     -0.84935
ENSG00000231971    6  134739378  134876723    157      18  682105     -0.15899    5.2736e-16     -0.15899
ENSG00000232310    6  134836452  135015974    169      20  679853       1.2297    4.4409e-16       1.2297
ENSG00000218772    6  134914702  134960836     37       4  685795       1.0779    4.4409e-16       1.0779
ENSG00000229722    6  134917437  134965575     41       5  682993       1.1123    4.4409e-16       1.1123
ENSG00000227723    6  134922627  134973633     42       5  682581       1.1216    4.4409e-16       1.1216
ENSG00000236389    6  135017198  135063487     79       9  687330      -3.0464    4.4409e-16      -3.0464
ENSG00000213117    6  135184012  135229897     26       5  692975      -1.7128    4.4409e-16      -1.7128
ENSG00000240056    6  135227530  135273588     34       4  681277      -0.5204    5.5511e-16      -0.5204
ENSG00000232876    6  135341171  135391688     53       3  691983     -0.89099    5.5511e-16     -0.89099
ENSG00000236703    6  135506221  135552133     41       9  677598      -1.4862    4.4409e-16      -1.4862
ENSG00000207689    6  135525298  135570394     35       8  677738     -0.94635    5.5511e-16     -0.94635
ENSG00000224374    6  135546134  135592071     30       6  667050    -0.065706    5.2736e-16    -0.065706
ENSG00000234084    6  135587706  135638296     43       6  683303     -0.49012     4.996e-16     -0.49012
ENSG00000231028    6  135783489  136047193    205      16  683260       1.2214    4.4409e-16       1.2214
ENSG00000226540    6  135930303  135976309     43       4  683032       1.8383    4.4409e-16       1.8383
ENSG00000233534    6  135940543  135986406     48       5  680882       2.3237    4.4409e-16       2.3237
ENSG00000217482    6  135947224  135992851     45       6  680796       2.4556    4.4409e-16       2.4556
ENSG00000236378    6  136118286  136164604     43       6  687040      0.54506    5.5511e-16      0.54506
ENSG00000238921    6  136200893  136245985     67      16  673776     -0.37045     4.996e-16     -0.37045
ENSG00000222121    6  136288949  136334041     26       4  685549      -1.7054    4.4409e-16      -1.7054
ENSG00000213111    6  136345169  136391293     36       8  678020      -1.6682    4.4409e-16      -1.6682
ENSG00000227844    6  136354990  136428965     28       5  676172     -0.59052    5.5511e-16     -0.59052
ENSG00000237596    6  136405853  136581733     43       7  639202      -3.1507    4.4409e-16      -3.1507
ENSG00000216519    6  136604099  136649374      9       1  675300      0.10894    5.2736e-16      0.10894
ENSG00000260418    6  136646852  136692225     17       1  688514       0.7949    5.5511e-16       0.7949
ENSG00000220660    6  136650267  136696217     18       2  686747      0.65444    5.5511e-16      0.65444
ENSG00000216613    6  136730985  136776563     30       3  677912      0.74668    5.5511e-16      0.74668
ENSG00000218424    6  136787000  136832288     29       4  680595      0.81107    5.5511e-16      0.81107
ENSG00000272189    6  136836799  136883692     36       4  676950      0.65466    5.5511e-16      0.65466
ENSG00000234263    6  136915310  136979137     36       8  670381     -0.30771     4.996e-16     -0.30771
ENSG00000212242    6  136916381  136961493     18       4  662219      0.16774    5.2736e-16      0.16774
ENSG00000213109    6  137211371  137257667     39       4  683096    -0.086272    5.2736e-16    -0.086272
ENSG00000235399    6  137281307  137330641     31       6  678908     -0.25751     4.996e-16     -0.25751
ENSG00000230350    6  137285067  137330354     31       6  678908     -0.25751     4.996e-16     -0.25751
ENSG00000225391    6  137293302  137349371     36       8  681329     -0.83311    5.5511e-16     -0.83311
ENSG00000213108    6  137855034  137900509     79      14  681371    -0.016885    5.2389e-16    -0.016885
ENSG00000230533    6  137959597  138005691    101      10  679882     -0.86154    5.5511e-16     -0.86154
ENSG00000216097    6  138003085  138048179     55      12  680216     -0.91811    5.5511e-16     -0.91811
ENSG00000220412    6  138016560  138063338     43       9  683880      -1.0972    4.4409e-16      -1.0972
ENSG00000234956    6  138041307  138095120     19       5  682996      -1.5181    4.4409e-16      -1.5181
ENSG00000237499    6  138134810  138224370     51       9  677111       -1.791    4.4409e-16       -1.791
ENSG00000229922    6  138231503  138303659     48       8  679701     -0.43812     4.996e-16     -0.43812
ENSG00000226004    6  138254216  138301939     36       6  681744     -0.24593    5.2736e-16     -0.24593
ENSG00000219463    6  138281407  138327284     26       8  673463     -0.21671    5.2736e-16     -0.21671
ENSG00000218499    6  138679510  138724681     39       3  686264      -1.0057    4.4409e-16      -1.0057
ENSG00000215878    6  138713722  138759697     25       6  685582      -1.9657    4.4409e-16      -1.9657
ENSG00000266555    6  138746350  138791431     46       5  691258     -0.57963    5.5511e-16     -0.57963
ENSG00000216802    6  138961363  139007110     21       5  685083    -0.035619    5.2736e-16    -0.035619
ENSG00000225177    6  138978685  139028425     32       6  681426      -1.5985    4.4409e-16      -1.5985
ENSG00000225415    6  139108884  139155015     58      12  685386      -2.2949    4.4409e-16      -2.2949
ENSG00000206856    6  139170164  139215270     43       7  678134      -2.6351    4.4409e-16      -2.6351
ENSG00000220600    6  139190036  139235544     58      10  676926      -1.6463    4.4409e-16      -1.6463
ENSG00000231329    6  139455341  139595442    102      12  686451    -0.083727    5.2736e-16    -0.083727
ENSG00000272446    6  139470294  139601661    105      14  685026     -0.13222    5.2736e-16     -0.13222
ENSG00000226571    6  139557499  139618444     39       7  670738      -1.1081    4.4409e-16      -1.1081
ENSG00000218565    6  139624155  139670717     25       7  669192     -0.67172    5.5511e-16     -0.67172
ENSG00000238099    6  139781301  139829192     60      11  688707      -0.7346    5.5511e-16      -0.7346
ENSG00000219806    6  139925575  139971341     54       7  679583      -0.7859    5.5511e-16      -0.7859
ENSG00000205695    6  139946065  139992650     68      12  680299      -0.1927    5.2736e-16      -0.1927
ENSG00000231426    6  140140987  140191288     59      11  687565      -1.3553    4.4409e-16      -1.3553
ENSG00000225148    6  140167241  140233528     80      16  688670      -1.2149    4.4409e-16      -1.2149
ENSG00000236013    6  140353572  140424858     47       7  691910       2.8687    4.4409e-16       2.8687
ENSG00000252107    6  140469728  140514831     33       4  687218       2.5248    4.4409e-16       2.5248
ENSG00000263514    6  140491389  140536463     27       3  684160       2.6484    4.4409e-16       2.6484
ENSG00000264390    6  140969951  141015020     13       2  688067      0.56177    5.5511e-16      0.56177
ENSG00000221336    6  140971760  141016850     15       2  678062      0.76549    5.5511e-16      0.76549
ENSG00000217684    6  141047666  141093399     35       4  690055       0.1971    5.2736e-16       0.1971
ENSG00000234147    6  141157095  141209061     56       5  688123     -0.18564    5.2736e-16     -0.18564
ENSG00000216548    6  141233594  141279047     29       4  691441      0.18011    5.2736e-16      0.18011
ENSG00000259828    6  141733148  141782143     48       5  679889       4.2541    8.8818e-16       4.2541
ENSG00000222764    6  141797278  141842549     14       4  674693       1.3915    4.4409e-16       1.3915
ENSG00000218351    6  141946787  141992640     34       4  664385       1.3749    4.4409e-16       1.3749
