Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0046503~glycerolipid catabolic process,9,0.540216086,0.06952744,"ENSG00000188089, ENSG00000130653, ENSG00000084674, ENSG00000130208, ENSG00000163898, ENSG00000134780, ENSG00000159337, ENSG00000180316, ENSG00000164535",1168,54,14326,2.04423516,1,0.81785557,0.797807977
GOTERM_BP_FAT,GO:0044723~single-organism carbohydrate metabolic process,46,2.761104442,0.069594642,"ENSG00000107798, ENSG00000196182, ENSG00000178752, ENSG00000068024, ENSG00000197594, ENSG00000137825, ENSG00000198049, ENSG00000166391, ENSG00000064225, ENSG00000115652, ENSG00000138798, ENSG00000196639, ENSG00000101638, ENSG00000100605, ENSG00000102468, ENSG00000106384, ENSG00000062282, ENSG00000162630, ENSG00000180767, ENSG00000068383, ENSG00000103056, ENSG00000145335, ENSG00000111728, ENSG00000132326, ENSG00000177511, ENSG00000065621, ENSG00000106617, ENSG00000170340, ENSG00000170961, ENSG00000154415, ENSG00000179913, ENSG00000123836, ENSG00000117069, ENSG00000164100, ENSG00000139112, ENSG00000166741, ENSG00000168781, ENSG00000128989, ENSG00000124302, ENSG00000144057, ENSG00000165434, ENSG00000122223, ENSG00000126368, ENSG00000165899, ENSG00000164128, ENSG00000169856",1168,442,14326,1.276490733,1,0.81785557,0.797807977
GOTERM_BP_FAT,GO:0006942~regulation of striated muscle contraction,13,0.780312125,0.069627662,"ENSG00000134755, ENSG00000151067, ENSG00000090020, ENSG00000068024, ENSG00000198626, ENSG00000145349, ENSG00000163485, ENSG00000100604, ENSG00000198929, ENSG00000100678, ENSG00000123358, ENSG00000072954, ENSG00000013016",1168,92,14326,1.733155896,1,0.81785557,0.797807977
GOTERM_BP_FAT,GO:0045980~negative regulation of nucleotide metabolic process,8,0.480192077,0.069935284,"ENSG00000128310, ENSG00000149295, ENSG00000068024, ENSG00000166573, ENSG00000164082, ENSG00000121905, ENSG00000153823, ENSG00000145335",1168,45,14326,2.180517504,1,0.818933539,0.798859523
GOTERM_BP_FAT,GO:0042596~fear response,8,0.480192077,0.069935284,"ENSG00000133424, ENSG00000186297, ENSG00000123454, ENSG00000188191, ENSG00000170485, ENSG00000078725, ENSG00000171532, ENSG00000184845",1168,45,14326,2.180517504,1,0.818933539,0.798859523
GOTERM_BP_FAT,GO:0042325~regulation of phosphorylation,126,7.56302521,0.070431271,"ENSG00000149295, ENSG00000197372, ENSG00000145491, ENSG00000175189, ENSG00000112964, ENSG00000075213, ENSG00000064687, ENSG00000197019, ENSG00000138798, ENSG00000169744, ENSG00000163485, ENSG00000141052, ENSG00000134072, ENSG00000174808, ENSG00000163249, ENSG00000109670, ENSG00000086991, ENSG00000130829, ENSG00000037749, ENSG00000108861, ENSG00000184349, ENSG00000103056, ENSG00000198053, ENSG00000118160, ENSG00000110931, ENSG00000164619, ENSG00000161905, ENSG00000111863, ENSG00000112038, ENSG00000153823, ENSG00000172403, ENSG00000154237, ENSG00000138166, ENSG00000163491, ENSG00000143869, ENSG00000166407, ENSG00000145242, ENSG00000092853, ENSG00000166886, ENSG00000196182, ENSG00000107954, ENSG00000026103, ENSG00000008710, ENSG00000187116, ENSG00000135439, ENSG00000092445, ENSG00000171450, ENSG00000106617, ENSG00000120738, ENSG00000157168, ENSG00000135272, ENSG00000164086, ENSG00000036828, ENSG00000149269, ENSG00000090534, ENSG00000101200, ENSG00000160326, ENSG00000123572, ENSG00000071575, ENSG00000153233, ENSG00000132535, ENSG00000134398, ENSG00000071051, ENSG00000134830, ENSG00000159733, ENSG00000149091, ENSG00000107295, ENSG00000122691, ENSG00000141655, ENSG00000101871, ENSG00000106123, ENSG00000145335, ENSG00000146094, ENSG00000197561, ENSG00000153064, ENSG00000172680, ENSG00000095370, ENSG00000135898, ENSG00000171873, ENSG00000123836, ENSG00000167653, ENSG00000160460, ENSG00000101349, ENSG00000165757, ENSG00000068024, ENSG00000178951, ENSG00000197594, ENSG00000105976, ENSG00000105219, ENSG00000198049, ENSG00000172575, ENSG00000177628, ENSG00000137801, ENSG00000116106, ENSG00000133048, ENSG00000137486, ENSG00000179921, ENSG00000154822, ENSG00000139304, ENSG00000006210, ENSG00000080031, ENSG00000121989, ENSG00000100721, ENSG00000102468, ENSG00000129749, ENSG00000127329, ENSG00000237693, ENSG00000184845, ENSG00000103034, ENSG00000158856, ENSG00000188906, ENSG00000006606, ENSG00000154096, ENSG00000106538, ENSG00000138623, ENSG00000188191, ENSG00000070193, ENSG00000044524, ENSG00000139318, ENSG00000157368, ENSG00000056291, ENSG00000004660, ENSG00000100678, ENSG00000196090, ENSG00000105287, ENSG00000162302",1168,1354,14326,1.141389794,1,0.823470705,0.803285471
GOTERM_BP_FAT,GO:0001578~microtubule bundle formation,16,0.960384154,0.070723767,"ENSG00000107954, ENSG00000181378, ENSG00000155530, ENSG00000077327, ENSG00000154099, ENSG00000171368, ENSG00000171811, ENSG00000169126, ENSG00000123977, ENSG00000186710, ENSG00000160188, ENSG00000124721, ENSG00000101222, ENSG00000183644, ENSG00000167139, ENSG00000183833",1168,122,14326,1.608578486,1,0.825618374,0.805380496
GOTERM_BP_FAT,GO:1901617~organic hydroxy compound biosynthetic process,25,1.50060024,0.070985704,"ENSG00000107798, ENSG00000073734, ENSG00000137825, ENSG00000198049, ENSG00000196542, ENSG00000177628, ENSG00000196639, ENSG00000164211, ENSG00000171759, ENSG00000084674, ENSG00000104044, ENSG00000145335, ENSG00000132326, ENSG00000161905, ENSG00000198610, ENSG00000106617, ENSG00000111684, ENSG00000168781, ENSG00000054277, ENSG00000142319, ENSG00000123454, ENSG00000015520, ENSG00000107165, ENSG00000122223, ENSG00000126368",1168,215,14326,1.426210577,1,0.827403264,0.807121634
GOTERM_BP_FAT,GO:0044703~multi-organism reproductive process,91,5.462184874,0.0721582,"ENSG00000155530, ENSG00000145491, ENSG00000065970, ENSG00000244405, ENSG00000143194, ENSG00000205085, ENSG00000136854, ENSG00000118156, ENSG00000169621, ENSG00000125207, ENSG00000159374, ENSG00000166352, ENSG00000163249, ENSG00000151090, ENSG00000255346, ENSG00000077327, ENSG00000132749, ENSG00000137875, ENSG00000173213, ENSG00000109906, ENSG00000067646, ENSG00000133794, ENSG00000118520, ENSG00000189143, ENSG00000169676, ENSG00000160460, ENSG00000204941, ENSG00000182791, ENSG00000171509, ENSG00000186710, ENSG00000071539, ENSG00000219435, ENSG00000160188, ENSG00000144671, ENSG00000182035, ENSG00000180616, ENSG00000090512, ENSG00000146453, ENSG00000139292, ENSG00000183644, ENSG00000167139, ENSG00000184613, ENSG00000104892, ENSG00000068024, ENSG00000107954, ENSG00000110203, ENSG00000179168, ENSG00000109738, ENSG00000173389, ENSG00000198765, ENSG00000139549, ENSG00000198722, ENSG00000243130, ENSG00000133962, ENSG00000084674, ENSG00000079841, ENSG00000121989, ENSG00000182264, ENSG00000182583, ENSG00000165209, ENSG00000187556, ENSG00000140623, ENSG00000142920, ENSG00000165643, ENSG00000184845, ENSG00000104044, ENSG00000103310, ENSG00000183833, ENSG00000128335, ENSG00000099715, ENSG00000188906, ENSG00000181378, ENSG00000161609, ENSG00000092445, ENSG00000131759, ENSG00000073146, ENSG00000159224, ENSG00000213714, ENSG00000134588, ENSG00000003137, ENSG00000130783, ENSG00000116254, ENSG00000112053, ENSG00000162782, ENSG00000141384, ENSG00000057468, ENSG00000101405, ENSG00000118308, ENSG00000101489, ENSG00000147202, ENSG00000101200",1168,953,14326,1.171198738,1,0.83977979,0.819194782
GOTERM_BP_FAT,GO:0032958~inositol phosphate biosynthetic process,6,0.360144058,0.072817778,"ENSG00000196639, ENSG00000137825, ENSG00000168781, ENSG00000198049, ENSG00000122223, ENSG00000145335",1168,28,14326,2.628302348,1,0.844864367,0.824154724
GOTERM_BP_FAT,GO:0015872~dopamine transport,6,0.360144058,0.072817778,"ENSG00000149295, ENSG00000175003, ENSG00000142319, ENSG00000067715, ENSG00000184845, ENSG00000145335",1168,28,14326,2.628302348,1,0.844864367,0.824154724
GOTERM_BP_FAT,GO:0051174~regulation of phosphorus metabolic process,140,8.403361345,0.072970831,"ENSG00000149295, ENSG00000197372, ENSG00000145491, ENSG00000175189, ENSG00000112964, ENSG00000075213, ENSG00000064687, ENSG00000197019, ENSG00000138798, ENSG00000169744, ENSG00000163485, ENSG00000141052, ENSG00000134072, ENSG00000174808, ENSG00000163249, ENSG00000109670, ENSG00000086991, ENSG00000130829, ENSG00000037749, ENSG00000108861, ENSG00000184349, ENSG00000103056, ENSG00000198053, ENSG00000118160, ENSG00000110931, ENSG00000164619, ENSG00000161905, ENSG00000130208, ENSG00000111863, ENSG00000112038, ENSG00000153823, ENSG00000172403, ENSG00000154237, ENSG00000138166, ENSG00000163491, ENSG00000143869, ENSG00000166407, ENSG00000145242, ENSG00000092853, ENSG00000166886, ENSG00000196182, ENSG00000107954, ENSG00000026103, ENSG00000008710, ENSG00000112186, ENSG00000187116, ENSG00000135439, ENSG00000151067, ENSG00000092445, ENSG00000171450, ENSG00000106617, ENSG00000164082, ENSG00000120738, ENSG00000157168, ENSG00000074590, ENSG00000135272, ENSG00000164086, ENSG00000128989, ENSG00000036828, ENSG00000149269, ENSG00000090534, ENSG00000101200, ENSG00000160326, ENSG00000123572, ENSG00000071575, ENSG00000128310, ENSG00000153233, ENSG00000132535, ENSG00000134398, ENSG00000071051, ENSG00000134830, ENSG00000159733, ENSG00000149091, ENSG00000196639, ENSG00000107295, ENSG00000122691, ENSG00000141655, ENSG00000101871, ENSG00000106123, ENSG00000145335, ENSG00000146094, ENSG00000197561, ENSG00000153064, ENSG00000172680, ENSG00000095370, ENSG00000135898, ENSG00000171873, ENSG00000123836, ENSG00000169676, ENSG00000167653, ENSG00000160460, ENSG00000101349, ENSG00000171509, ENSG00000165757, ENSG00000139292, ENSG00000122223, ENSG00000068024, ENSG00000178951, ENSG00000197594, ENSG00000105976, ENSG00000105219, ENSG00000198049, ENSG00000172575, ENSG00000177628, ENSG00000137801, ENSG00000116106, ENSG00000133048, ENSG00000137486, ENSG00000179921, ENSG00000154822, ENSG00000139304, ENSG00000006210, ENSG00000080031, ENSG00000166573, ENSG00000121989, ENSG00000100721, ENSG00000102468, ENSG00000129749, ENSG00000127329, ENSG00000237693, ENSG00000184845, ENSG00000103034, ENSG00000158856, ENSG00000188906, ENSG00000006606, ENSG00000154096, ENSG00000106538, ENSG00000138623, ENSG00000188191, ENSG00000070193, ENSG00000044524, ENSG00000139318, ENSG00000121905, ENSG00000157368, ENSG00000056291, ENSG00000004660, ENSG00000100678, ENSG00000196090, ENSG00000105287, ENSG00000162302",1168,1514,14326,1.134185954,1,0.844927712,0.824216516
GOTERM_BP_FAT,GO:0048870~cell motility,139,8.343337335,0.073045938,"ENSG00000149295, ENSG00000089060, ENSG00000133424, ENSG00000145491, ENSG00000179388, ENSG00000075213, ENSG00000149571, ENSG00000186081, ENSG00000114861, ENSG00000138798, ENSG00000169744, ENSG00000171811, ENSG00000163485, ENSG00000034510, ENSG00000141052, ENSG00000187210, ENSG00000183098, ENSG00000163249, ENSG00000100346, ENSG00000109670, ENSG00000180921, ENSG00000108861, ENSG00000103056, ENSG00000153266, ENSG00000099812, ENSG00000198053, ENSG00000109943, ENSG00000198576, ENSG00000164619, ENSG00000111863, ENSG00000075340, ENSG00000172403, ENSG00000115423, ENSG00000260001, ENSG00000144711, ENSG00000102879, ENSG00000186111, ENSG00000010438, ENSG00000144671, ENSG00000124721, ENSG00000091129, ENSG00000123358, ENSG00000183644, ENSG00000184613, ENSG00000177663, ENSG00000107954, ENSG00000136999, ENSG00000138814, ENSG00000196189, ENSG00000131584, ENSG00000196900, ENSG00000213927, ENSG00000165323, ENSG00000144824, ENSG00000084674, ENSG00000061273, ENSG00000120332, ENSG00000181378, ENSG00000090020, ENSG00000092445, ENSG00000171450, ENSG00000157168, ENSG00000197702, ENSG00000139352, ENSG00000112053, ENSG00000164362, ENSG00000163394, ENSG00000123454, ENSG00000149269, ENSG00000153233, ENSG00000133067, ENSG00000071051, ENSG00000134830, ENSG00000149091, ENSG00000197969, ENSG00000196639, ENSG00000151208, ENSG00000142185, ENSG00000137261, ENSG00000058404, ENSG00000122691, ENSG00000141655, ENSG00000106511, ENSG00000075702, ENSG00000077327, ENSG00000197561, ENSG00000100092, ENSG00000196358, ENSG00000171236, ENSG00000137673, ENSG00000132386, ENSG00000172602, ENSG00000088727, ENSG00000189143, ENSG00000008086, ENSG00000139174, ENSG00000070808, ENSG00000101349, ENSG00000165757, ENSG00000219435, ENSG00000101222, ENSG00000167139, ENSG00000125850, ENSG00000068024, ENSG00000137809, ENSG00000175040, ENSG00000105976, ENSG00000154429, ENSG00000173389, ENSG00000004399, ENSG00000177628, ENSG00000137801, ENSG00000116106, ENSG00000119547, ENSG00000100604, ENSG00000006210, ENSG00000127329, ENSG00000125266, ENSG00000184845, ENSG00000103034, ENSG00000158856, ENSG00000188906, ENSG00000006606, ENSG00000141738, ENSG00000154096, ENSG00000106538, ENSG00000112658, ENSG00000138623, ENSG00000070193, ENSG00000044524, ENSG00000112655, ENSG00000112137, ENSG00000151388, ENSG00000170961, ENSG00000157368, ENSG00000114554, ENSG00000196090, ENSG00000105287, ENSG00000169856",1168,1510,14326,1.129067631,1,0.844927712,0.824216516
GOTERM_BP_FAT,GO:0060113~inner ear receptor cell differentiation,10,0.600240096,0.073751336,"ENSG00000095397, ENSG00000089847, ENSG00000137474, ENSG00000109927, ENSG00000186297, ENSG00000242866, ENSG00000184564, ENSG00000186862, ENSG00000081923, ENSG00000139304",1168,64,14326,1.916470462,1,0.851788647,0.830909273
GOTERM_BP_FAT,GO:0051350~negative regulation of lyase activity,5,0.300120048,0.074351132,"ENSG00000128310, ENSG00000149295, ENSG00000166573, ENSG00000164082, ENSG00000121905",1168,20,14326,3.06635274,1,0.856109852,0.835124555
GOTERM_BP_FAT,GO:0034377~plasma lipoprotein particle assembly,5,0.300120048,0.074351132,"ENSG00000084674, ENSG00000130208, ENSG00000111684, ENSG00000064687, ENSG00000099904",1168,20,14326,3.06635274,1,0.856109852,0.835124555
GOTERM_BP_FAT,GO:0008277~regulation of G-protein coupled receptor protein signaling pathway,16,0.960384154,0.074783051,"ENSG00000149295, ENSG00000188906, ENSG00000105976, ENSG00000151025, ENSG00000137486, ENSG00000152465, ENSG00000167754, ENSG00000122733, ENSG00000100604, ENSG00000117152, ENSG00000070808, ENSG00000102003, ENSG00000166402, ENSG00000068383, ENSG00000182732, ENSG00000145335",1168,123,14326,1.595500613,1,0.85977847,0.838703247
GOTERM_BP_FAT,GO:1900542~regulation of purine nucleotide metabolic process,19,1.140456182,0.076272432,"ENSG00000128310, ENSG00000149295, ENSG00000151067, ENSG00000178951, ENSG00000068024, ENSG00000106617, ENSG00000164082, ENSG00000121905, ENSG00000153823, ENSG00000112186, ENSG00000056291, ENSG00000169676, ENSG00000166573, ENSG00000171509, ENSG00000102468, ENSG00000139292, ENSG00000160326, ENSG00000184845, ENSG00000145335",1168,154,14326,1.513264988,1,0.874595584,0.853157158
GOTERM_BP_FAT,GO:0007212~dopamine receptor signaling pathway,7,0.420168067,0.076417853,"ENSG00000149295, ENSG00000188906, ENSG00000169676, ENSG00000117152, ENSG00000069966, ENSG00000184845, ENSG00000060558",1168,37,14326,2.320483154,1,0.874595584,0.853157158
GOTERM_BP_FAT,GO:0042592~homeostatic process,158,9.483793517,0.076530363,"ENSG00000149295, ENSG00000197372, ENSG00000089060, ENSG00000133424, ENSG00000110148, ENSG00000140519, ENSG00000105514, ENSG00000163914, ENSG00000091664, ENSG00000138315, ENSG00000198626, ENSG00000158445, ENSG00000138435, ENSG00000169744, ENSG00000163485, ENSG00000162551, ENSG00000143195, ENSG00000100346, ENSG00000255346, ENSG00000109670, ENSG00000086991, ENSG00000102001, ENSG00000184349, ENSG00000141837, ENSG00000118160, ENSG00000132749, ENSG00000129170, ENSG00000112038, ENSG00000154118, ENSG00000154237, ENSG00000187048, ENSG00000165272, ENSG00000102879, ENSG00000103569, ENSG00000166407, ENSG00000145242, ENSG00000145087, ENSG00000186115, ENSG00000164588, ENSG00000166402, ENSG00000184613, ENSG00000107798, ENSG00000155158, ENSG00000178752, ENSG00000136999, ENSG00000138814, ENSG00000174672, ENSG00000139988, ENSG00000075673, ENSG00000026103, ENSG00000008710, ENSG00000084674, ENSG00000147378, ENSG00000072954, ENSG00000104044, ENSG00000152154, ENSG00000160957, ENSG00000095397, ENSG00000151067, ENSG00000090020, ENSG00000181773, ENSG00000070159, ENSG00000156113, ENSG00000138308, ENSG00000070031, ENSG00000092445, ENSG00000204882, ENSG00000164082, ENSG00000120738, ENSG00000159224, ENSG00000003137, ENSG00000163032, ENSG00000145349, ENSG00000134460, ENSG00000164362, ENSG00000101842, ENSG00000036828, ENSG00000123454, ENSG00000143162, ENSG00000054356, ENSG00000101200, ENSG00000180316, ENSG00000125510, ENSG00000127533, ENSG00000132535, ENSG00000134830, ENSG00000060558, ENSG00000117650, ENSG00000115194, ENSG00000144406, ENSG00000142185, ENSG00000183454, ENSG00000122691, ENSG00000141655, ENSG00000145335, ENSG00000176884, ENSG00000197561, ENSG00000150995, ENSG00000081248, ENSG00000067646, ENSG00000135898, ENSG00000132386, ENSG00000171873, ENSG00000111262, ENSG00000152413, ENSG00000175707, ENSG00000189143, ENSG00000169676, ENSG00000086300, ENSG00000139174, ENSG00000015520, ENSG00000100379, ENSG00000162009, ENSG00000162365, ENSG00000168748, ENSG00000178951, ENSG00000073734, ENSG00000146360, ENSG00000197594, ENSG00000104369, ENSG00000115419, ENSG00000105976, ENSG00000104888, ENSG00000198049, ENSG00000177628, ENSG00000198722, ENSG00000164270, ENSG00000105619, ENSG00000171246, ENSG00000006210, ENSG00000119946, ENSG00000166573, ENSG00000121989, ENSG00000176928, ENSG00000187672, ENSG00000139780, ENSG00000161048, ENSG00000102468, ENSG00000129749, ENSG00000182389, ENSG00000062282, ENSG00000184845, ENSG00000185518, ENSG00000135638, ENSG00000158856, ENSG00000188906, ENSG00000154096, ENSG00000112658, ENSG00000111684, ENSG00000170961, ENSG00000119714, ENSG00000101405, ENSG00000185002, ENSG00000100678, ENSG00000157087, ENSG00000166743, ENSG00000166501, ENSG00000126368",1168,1732,14326,1.118900076,1,0.874595584,0.853157158
GOTERM_BP_FAT,GO:0001523~retinoid metabolic process,11,0.660264106,0.076532877,"ENSG00000107798, ENSG00000170426, ENSG00000128918, ENSG00000187553, ENSG00000106538, ENSG00000139988, ENSG00000161048, ENSG00000198610, ENSG00000062282, ENSG00000003137, ENSG00000135697",1168,74,14326,1.823236764,1,0.874595584,0.853157158
GOTERM_BP_FAT,GO:0050885~neuromuscular process controlling balance,8,0.480192077,0.076973062,"ENSG00000137474, ENSG00000132535, ENSG00000161681, ENSG00000260234, ENSG00000108797, ENSG00000154118, ENSG00000181656, ENSG00000139304",1168,46,14326,2.133114949,1,0.878303147,0.85677384
GOTERM_BP_FAT,GO:0034284~response to monosaccharide,21,1.260504202,0.077230036,"ENSG00000138814, ENSG00000220205, ENSG00000112658, ENSG00000120738, ENSG00000198722, ENSG00000159224, ENSG00000137801, ENSG00000158445, ENSG00000171246, ENSG00000132386, ENSG00000175426, ENSG00000163032, ENSG00000123836, ENSG00000119714, ENSG00000185002, ENSG00000143195, ENSG00000036828, ENSG00000054356, ENSG00000086991, ENSG00000012232, ENSG00000166501",1168,175,14326,1.471849315,1,0.879529709,0.857970335
GOTERM_BP_FAT,GO:0046434~organophosphate catabolic process,18,1.080432173,0.077353438,"ENSG00000130653, ENSG00000151176, ENSG00000197594, ENSG00000130208, ENSG00000173598, ENSG00000159337, ENSG00000241360, ENSG00000119125, ENSG00000065989, ENSG00000112541, ENSG00000136159, ENSG00000188089, ENSG00000147647, ENSG00000115252, ENSG00000161048, ENSG00000186642, ENSG00000068383, ENSG00000103056",1168,144,14326,1.53317637,1,0.879529709,0.857970335
GOTERM_BP_FAT,GO:0060541~respiratory system development,23,1.380552221,0.077428287,"ENSG00000107798, ENSG00000196182, ENSG00000103196, ENSG00000154099, ENSG00000131759, ENSG00000112658, ENSG00000178860, ENSG00000070193, ENSG00000112655, ENSG00000133048, ENSG00000008710, ENSG00000118520, ENSG00000139352, ENSG00000197859, ENSG00000128918, ENSG00000151208, ENSG00000141052, ENSG00000171509, ENSG00000151090, ENSG00000109670, ENSG00000162878, ENSG00000147655, ENSG00000103056",1168,196,14326,1.439308429,1,0.879529709,0.857970335
GOTERM_BP_FAT,GO:0030029~actin filament-based process,75,4.50180072,0.077628058,"ENSG00000130598, ENSG00000134755, ENSG00000137825, ENSG00000172399, ENSG00000071051, ENSG00000133020, ENSG00000008853, ENSG00000198626, ENSG00000175866, ENSG00000136490, ENSG00000163485, ENSG00000034510, ENSG00000142185, ENSG00000124313, ENSG00000121361, ENSG00000128833, ENSG00000140368, ENSG00000144488, ENSG00000184349, ENSG00000100092, ENSG00000072110, ENSG00000180263, ENSG00000161905, ENSG00000075340, ENSG00000171992, ENSG00000159840, ENSG00000129170, ENSG00000172403, ENSG00000006740, ENSG00000172602, ENSG00000173898, ENSG00000144711, ENSG00000198929, ENSG00000137474, ENSG00000144834, ENSG00000160460, ENSG00000102879, ENSG00000186111, ENSG00000145242, ENSG00000148677, ENSG00000153531, ENSG00000248905, ENSG00000105976, ENSG00000174672, ENSG00000070182, ENSG00000203485, ENSG00000137486, ENSG00000112186, ENSG00000158106, ENSG00000213927, ENSG00000006210, ENSG00000144824, ENSG00000161681, ENSG00000100884, ENSG00000112419, ENSG00000158856, ENSG00000135439, ENSG00000151067, ENSG00000090020, ENSG00000161609, ENSG00000133816, ENSG00000006606, ENSG00000112658, ENSG00000070193, ENSG00000044524, ENSG00000112655, ENSG00000112137, ENSG00000197702, ENSG00000241360, ENSG00000145349, ENSG00000149269, ENSG00000147202, ENSG00000123572, ENSG00000169933, ENSG00000166866",1168,773,14326,1.190046341,1,0.880480871,0.858898183
GOTERM_BP_FAT,GO:1901379~regulation of potassium ion transmembrane transport,12,0.720288115,0.078258391,"ENSG00000026559, ENSG00000198929, ENSG00000069424, ENSG00000156486, ENSG00000115041, ENSG00000175497, ENSG00000220205, ENSG00000117152, ENSG00000166342, ENSG00000185774, ENSG00000111262, ENSG00000162763",1168,84,14326,1.752201566,1,0.883702371,0.862040715
GOTERM_BP_FAT,GO:0030203~glycosaminoglycan metabolic process,17,1.020408163,0.07827574,"ENSG00000109956, ENSG00000175040, ENSG00000170340, ENSG00000064225, ENSG00000111962, ENSG00000170961, ENSG00000198108, ENSG00000179913, ENSG00000138798, ENSG00000164100, ENSG00000183098, ENSG00000122254, ENSG00000103489, ENSG00000055957, ENSG00000125430, ENSG00000180767, ENSG00000103056",1168,134,14326,1.556059599,1,0.883702371,0.862040715
GOTERM_BP_FAT,GO:0043085~positive regulation of catalytic activity,96,5.762304922,0.078451517,"ENSG00000149295, ENSG00000151693, ENSG00000132535, ENSG00000112964, ENSG00000076864, ENSG00000134398, ENSG00000198626, ENSG00000138798, ENSG00000149091, ENSG00000060558, ENSG00000163485, ENSG00000117650, ENSG00000174808, ENSG00000134072, ENSG00000183454, ENSG00000109670, ENSG00000086991, ENSG00000141655, ENSG00000106123, ENSG00000145335, ENSG00000176884, ENSG00000197561, ENSG00000100092, ENSG00000118160, ENSG00000110931, ENSG00000198336, ENSG00000137875, ENSG00000214946, ENSG00000135898, ENSG00000136943, ENSG00000137752, ENSG00000123836, ENSG00000144711, ENSG00000116991, ENSG00000189143, ENSG00000198929, ENSG00000169676, ENSG00000008086, ENSG00000163491, ENSG00000058335, ENSG00000171509, ENSG00000145242, ENSG00000092853, ENSG00000139292, ENSG00000166886, ENSG00000167139, ENSG00000107954, ENSG00000132359, ENSG00000105976, ENSG00000172575, ENSG00000198049, ENSG00000066248, ENSG00000137801, ENSG00000026103, ENSG00000116106, ENSG00000008710, ENSG00000133048, ENSG00000112186, ENSG00000136237, ENSG00000137962, ENSG00000006210, ENSG00000117152, ENSG00000100721, ENSG00000040608, ENSG00000102468, ENSG00000187116, ENSG00000142920, ENSG00000164951, ENSG00000237693, ENSG00000128656, ENSG00000184845, ENSG00000106069, ENSG00000135439, ENSG00000151067, ENSG00000188906, ENSG00000105963, ENSG00000006606, ENSG00000092445, ENSG00000154096, ENSG00000070193, ENSG00000106617, ENSG00000044524, ENSG00000121905, ENSG00000120738, ENSG00000157168, ENSG00000069966, ENSG00000157368, ENSG00000167037, ENSG00000004660, ENSG00000164362, ENSG00000188157, ENSG00000036828, ENSG00000149269, ENSG00000091428, ENSG00000105287, ENSG00000182732",1168,1014,14326,1.161222339,1,0.883702371,0.862040715
GOTERM_BP_FAT,GO:1903510~mucopolysaccharide metabolic process,13,0.780312125,0.079198169,"ENSG00000175040, ENSG00000170340, ENSG00000064225, ENSG00000111962, ENSG00000170961, ENSG00000198108, ENSG00000179913, ENSG00000138798, ENSG00000164100, ENSG00000103489, ENSG00000055957, ENSG00000180767, ENSG00000103056",1168,94,14326,1.696280239,1,0.883702371,0.862040715
GOTERM_BP_FAT,GO:0051674~localization of cell,139,8.343337335,0.079290973,"ENSG00000149295, ENSG00000089060, ENSG00000133424, ENSG00000145491, ENSG00000179388, ENSG00000075213, ENSG00000149571, ENSG00000186081, ENSG00000114861, ENSG00000138798, ENSG00000169744, ENSG00000171811, ENSG00000163485, ENSG00000034510, ENSG00000141052, ENSG00000187210, ENSG00000183098, ENSG00000163249, ENSG00000100346, ENSG00000109670, ENSG00000180921, ENSG00000108861, ENSG00000103056, ENSG00000153266, ENSG00000099812, ENSG00000198053, ENSG00000109943, ENSG00000198576, ENSG00000164619, ENSG00000111863, ENSG00000075340, ENSG00000172403, ENSG00000115423, ENSG00000260001, ENSG00000144711, ENSG00000102879, ENSG00000186111, ENSG00000010438, ENSG00000144671, ENSG00000124721, ENSG00000091129, ENSG00000123358, ENSG00000183644, ENSG00000184613, ENSG00000177663, ENSG00000107954, ENSG00000136999, ENSG00000138814, ENSG00000196189, ENSG00000131584, ENSG00000196900, ENSG00000213927, ENSG00000165323, ENSG00000144824, ENSG00000084674, ENSG00000061273, ENSG00000120332, ENSG00000181378, ENSG00000090020, ENSG00000092445, ENSG00000171450, ENSG00000157168, ENSG00000197702, ENSG00000139352, ENSG00000112053, ENSG00000164362, ENSG00000163394, ENSG00000123454, ENSG00000149269, ENSG00000153233, ENSG00000133067, ENSG00000071051, ENSG00000134830, ENSG00000149091, ENSG00000197969, ENSG00000196639, ENSG00000151208, ENSG00000142185, ENSG00000137261, ENSG00000058404, ENSG00000122691, ENSG00000141655, ENSG00000106511, ENSG00000075702, ENSG00000077327, ENSG00000197561, ENSG00000100092, ENSG00000196358, ENSG00000171236, ENSG00000137673, ENSG00000132386, ENSG00000172602, ENSG00000088727, ENSG00000189143, ENSG00000008086, ENSG00000139174, ENSG00000070808, ENSG00000101349, ENSG00000165757, ENSG00000219435, ENSG00000101222, ENSG00000167139, ENSG00000125850, ENSG00000068024, ENSG00000137809, ENSG00000175040, ENSG00000105976, ENSG00000154429, ENSG00000173389, ENSG00000004399, ENSG00000177628, ENSG00000137801, ENSG00000116106, ENSG00000119547, ENSG00000100604, ENSG00000006210, ENSG00000127329, ENSG00000125266, ENSG00000184845, ENSG00000103034, ENSG00000158856, ENSG00000188906, ENSG00000006606, ENSG00000141738, ENSG00000154096, ENSG00000106538, ENSG00000112658, ENSG00000138623, ENSG00000070193, ENSG00000044524, ENSG00000112655, ENSG00000112137, ENSG00000151388, ENSG00000170961, ENSG00000157368, ENSG00000114554, ENSG00000196090, ENSG00000105287, ENSG00000169856",1168,1512,14326,1.127574156,1,0.883702371,0.862040715
