# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000269920   10   97698786   97802432     67      12  693656       4.5349   -2.6645e-15       4.5349
ENSG00000188649   10   97698786   97802441     67      12  693656       4.5349   -2.6645e-15       4.5349
ENSG00000107443   10   97768151   97830627     39       7  702576        2.924   -3.1086e-15        2.924
ENSG00000095585   10   97941458   98066344    132      24  696294       3.9423   -3.1086e-15       3.9423
ENSG00000107447   10   98029085   98108321     87       7  699084      -1.1308   -3.1086e-15      -1.1308
ENSG00000197430   10   98092973   98154092     93      11  699453      -1.1072   -3.1086e-15      -1.1072
ENSG00000095587   10   98114363   98308675    188      31  701203      -1.6033   -3.1086e-15      -1.6033
ENSG00000077147   10   98267866   98382209     96       7  700084      -3.0191   -3.1086e-15      -3.0191
ENSG00000155629   10   98343069   98515271    128      26  690120      -4.1311   -2.6645e-15      -4.1311
ENSG00000196233   10   98557017   98750800     69       5  698329       3.7441   -3.1086e-15       3.7441
ENSG00000155640   10   98706041   98755582     23       4  697376       5.1892   -2.6645e-15       5.1892
ENSG00000187122   10   98747795   98980677    228      38  696717       1.6677   -3.1086e-15       1.6677
ENSG00000269891   10   98747795   99087413    307      39  696947        2.245   -3.1086e-15        2.245
ENSG00000213390   10   98968996   99087413     94       9  697193      0.67474   -3.1086e-15      0.67474
ENSG00000165879   10   99044022   99091672     21       4  699813      0.79131   -3.1086e-15      0.79131
ENSG00000181274   10   99082255   99129458     34       5  704564     -0.19609   -3.0531e-15     -0.19609
ENSG00000052749   10   99106115   99196127     73       5  702583     -0.91101   -3.1086e-15     -0.91101
ENSG00000171314   10   99150917   99203198     28       4  700504        -1.39   -3.1086e-15        -1.39
ENSG00000224474   10   99169228   99220831     24       6  704814    -0.054044   -3.0531e-15    -0.054044
ENSG00000171307   10   99170927   99227127     27       7  704059    -0.014509   -3.0548e-15    -0.014509
ENSG00000171311   10   99185899   99240774     23       6  704072      0.41093   -3.0531e-15      0.41093
ENSG00000155229   10   99208081   99293551     62      10  700932      0.71697   -3.1086e-15      0.71697
ENSG00000165886   10   99223625   99340966     81      13  695392      0.18393   -3.0531e-15      0.18393
ENSG00000165887   10   99297198   99353641     35       5  678790      -1.9169   -3.1086e-15      -1.9169
ENSG00000241935   10   99309080   99382559     46      10  677549      -2.1739   -3.1086e-15      -2.1739
ENSG00000155252   10   99309131   99446191     85      13  688519        -2.44   -3.1086e-15        -2.44
ENSG00000203942   10   99314450   99360690     31       8  671677      -1.7436   -3.1086e-15      -1.7436
ENSG00000171160   10   99364310   99428344     27       3  697754      -2.5164   -3.1086e-15      -2.5164
ENSG00000119986   10   99427181   99482080     33       5  694377      -2.1434   -3.1086e-15      -2.1434
ENSG00000155254   10   99437930   99487907     30       5  692508      -2.0972   -3.1086e-15      -2.0972
ENSG00000155256   10   99461878   99530664     51       4  700480      -2.4619   -3.1086e-15      -2.4619
ENSG00000120057   10   99516508   99566709     42       5  687457      -2.9751   -3.1086e-15      -2.9751
ENSG00000155265   10   99574996   99641337     48      12  675061      -1.4093   -3.1086e-15      -1.4093
ENSG00000095713   10   99614757   99825585    170      26  695387      0.66928   -3.1086e-15      0.66928
ENSG00000166024   10   99859387  100014654     87       6  704942       3.1206   -3.1086e-15       3.1206
ENSG00000138131   10   99997447  100063007     54      11  692140       4.4197   -2.6645e-15       4.4197
ENSG00000119943   10  100133322  100209941    139      11  698980    -0.010979   -3.0548e-15    -0.010979
ENSG00000107521   10  100165955  100241684    125      15  695825      0.16703   -3.0531e-15      0.16703
ENSG00000172987   10  100208875  101030619    719      35  696588      -1.5678   -3.1086e-15      -1.5678
ENSG00000119946   10  101053856  101164087    126      14  697691      -3.1645   -3.1086e-15      -3.1645
ENSG00000120053   10  101146627  101225381     63      13  695887      -3.6169   -3.1086e-15      -3.6169
ENSG00000119919   10  101257690  101306278     52       6  704849     -0.86563   -3.1086e-15     -0.86563
ENSG00000155287   10  101360282  101415366     40       6  704457       2.0071   -3.1086e-15       2.0071
ENSG00000198018   10  101384263  101475997     58       5  706659       2.0515   -3.1086e-15       2.0515
ENSG00000119929   10  101427315  101525891     53       6  706536       1.6584   -3.1086e-15       1.6584
ENSG00000014919   10  101461601  101526857     28       5  705001       1.4395   -3.1086e-15       1.4395
ENSG00000023839   10  101507489  101621949     65       7  703341       2.5595   -3.1086e-15       2.5595
ENSG00000107554   10  101625334  101804676    117      10  702617       3.5061   -3.1086e-15       3.5061
ENSG00000120054   10  101791950  101876634     48       5  694850       3.2387   -3.1086e-15       3.2387
ENSG00000107566   10  101899851  101983091     59       6  692551       3.1848   -3.1086e-15       3.1848
ENSG00000213341   10  101938055  102024376     66       7  694588       3.1066   -3.1086e-15       3.1066
ENSG00000095485   10  101982055  102062437     59       7  701093       2.4756   -3.1086e-15       2.4756
ENSG00000196072   10  102023713  102081469     35       7  703750        1.964   -3.1086e-15        1.964
ENSG00000107593   10  102037903  102125243     64      15  699650      0.95235   -3.1086e-15      0.95235
ENSG00000099194   10  102071881  102134591     44      10  691820     -0.76924   -3.1086e-15     -0.76924
ENSG00000075290   10  102187798  102253501     28       2  707371       2.9099   -3.1086e-15       2.9099
ENSG00000075826   10  102236399  102324628     58       2  704484        3.824   -3.1086e-15        3.824
ENSG00000166135   10  102253829  102329755     57       2  704664       3.9148   -3.1086e-15       3.9148
ENSG00000166136   10  102257203  102324757     50       2  704084       3.8826   -3.1086e-15       3.8826
ENSG00000075891   10  102460360  102599698     96      11  698817      0.16706   -3.0531e-15      0.16706
ENSG00000119906   10  102637326  102734893     63       8  700726       2.9837   -3.1086e-15       2.9837
ENSG00000095539   10  102694275  102755628     28       4  699605       3.2845   -3.1086e-15       3.2845
ENSG00000107815   10  102712124  102764158     26       3  701827       4.1169   -2.6645e-15       4.1169
ENSG00000055950   10  102719215  102782272     30       4  702305        3.265   -3.1086e-15        3.265
ENSG00000107816   10  102721375  102777593     29       4  702258       3.2674   -3.1086e-15       3.2674
ENSG00000107819   10  102755991  102810998     20       7  698431       4.3237   -2.6645e-15       4.3237
ENSG00000186862   10  102757440  102825890     22       9  695612       2.6388   -3.1086e-15       2.6388
ENSG00000107821   10  102786598  102837888     19       5  689367     -0.58473   -3.1086e-15     -0.58473
ENSG00000236311   10  102839078  102925883     96      15  697654      -1.3656   -3.1086e-15      -1.3656
ENSG00000269259   10  102847536  102893624     34       6  694905      -1.4685   -3.1086e-15      -1.4685
ENSG00000107807   10  102854257  102907545     50      10  695864      -1.4219   -3.1086e-15      -1.4219
ENSG00000138136   10  102976733  103024551     24       6  698890     -0.38896   -3.0531e-15     -0.38896
ENSG00000166167   10  103078820  103327078    154      10  703625       2.9091   -3.1086e-15       2.9091
ENSG00000166171   10  103295317  103379425     64       6  701391       4.1559   -2.6645e-15       4.1559
ENSG00000166169   10  103328639  103383027     33       4  703365       4.3698   -2.6645e-15       4.3698
ENSG00000107829   10  103360423  103490052     49       4  701423       3.4091   -3.1086e-15       3.4091
ENSG00000107831   10  103519899  103570854     11       4  699365      -1.6809   -3.1086e-15      -1.6809
ENSG00000107833   10  103531082  103578170     12       4  700125      -1.5975   -3.1086e-15      -1.5975
ENSG00000198408   10  103534200  103613696     23       5  700989     -0.99637   -3.1086e-15     -0.99637
ENSG00000120049   10  103575731  103638677     14       3  701943     -0.59483   -3.1086e-15     -0.59483
ENSG00000120029   10  103595356  103850950     72       9  701601     -0.20866   -3.0531e-15     -0.20866
ENSG00000166189   10  103790147  103837792      7       3  703204     -0.78472   -3.1086e-15     -0.78472
ENSG00000198728   10  103857317  103915210     10       3  707840     -0.78142   -3.1086e-15     -0.78142
ENSG00000148840   10  103857787  103920082     10       3  707840     -0.78142   -3.1086e-15     -0.78142
ENSG00000166197   10  103876933  103933627     20       4  686520      0.69859   -3.1086e-15      0.69859
ENSG00000119915   10  103951085  103999346     14       3  693504       1.2208   -3.1086e-15       1.2208
ENSG00000107862   10  103970289  104152656     63       6  704370    -0.039259   -3.0531e-15    -0.039259
ENSG00000107859   10  103979943  104036231     22       3  699717     -0.47398   -3.0531e-15     -0.47398
ENSG00000077150   10  104118867  104172281     10       5  704864       2.8856   -3.1086e-15       2.8856
ENSG00000107872   10  104143946  104192893     10       4  701283      0.91655   -3.1086e-15      0.91655
ENSG00000059915   10  104152376  104216296     18       6  699523       1.5905   -3.1086e-15       1.5905
ENSG00000107874   10  104173002  104227418     22       7  698040       4.6993   -2.6645e-15       4.6993
ENSG00000138111   10  104186149  104246802     48       7  696691       3.0046   -3.1086e-15       3.0046
ENSG00000120055   10  104199594  104246300     43       5  696584       3.1954   -3.1086e-15       3.1954
ENSG00000107882   10  104228744  104403292    137       7  700903       4.6652   -2.6645e-15       4.6652
ENSG00000138107   10  104228986  104297482     68       4  699227        3.442   -3.1086e-15        3.442
ENSG00000171206   10  104369253  104428164     34       6  702061        3.028   -3.1086e-15        3.028
ENSG00000138175   10  104423488  104509164     52       8  701172       2.9673   -3.1086e-15       2.9673
ENSG00000156398   10  104439295  104513249     48       7  698992       3.8039   -3.1086e-15       3.8039
ENSG00000166272   10  104468727  104586021    109      13  702283       2.7465   -3.1086e-15       2.7465
ENSG00000166275   10  104578980  104634718     43       6  704480        3.034   -3.1086e-15        3.034
ENSG00000270316   10  104579029  104671656     68       8  703340       2.9915   -3.1086e-15       2.9915
ENSG00000148795   10  104580288  104632290     40       5  704781       3.1132   -3.1086e-15       3.1132
ENSG00000214435   10  104594273  104671656     60       8  702892         2.98   -3.1086e-15         2.98
ENSG00000148842   10  104643050  104859978    175      11  705838       2.8993   -3.1086e-15       2.8993
ENSG00000076685   10  104835940  104988056     93       7  705876       3.1041   -3.1086e-15       3.1041
ENSG00000235376   10  104970644  105017773     10       2  706630         2.22   -3.1086e-15         2.22
ENSG00000148798   10  105001920  105060108     14       2  708607      0.83532   -3.1086e-15      0.83532
ENSG00000156374   10  105052553  105145891     16       2  700701       1.0851   -3.1086e-15       1.0851
ENSG00000148835   10  105092724  105158822     12       2  703089     -0.61968   -3.1086e-15     -0.61968
ENSG00000148843   10  105121405  105216049     30       5  700443      0.38919   -3.0531e-15      0.38919
ENSG00000173915   10  105138798  105191223     14       4  703822      0.35603   -3.0531e-15      0.35603
ENSG00000138172   10  105196543  105247660     33       4  697592      0.18198   -3.0531e-15      0.18198
ENSG00000185933   10  105203144  105253645     32       4  696543      0.08622   -3.0531e-15      0.08622
ENSG00000107954   10  105218736  105362309     99      18  695807       2.7707   -3.1086e-15       2.7707
ENSG00000183128   10  105222561  105273997     41       7  688269      -0.2717   -3.0531e-15      -0.2717
ENSG00000107957   10  105338285  105650301    248      42  701621       2.3134   -3.1086e-15       2.3134
ENSG00000107960   10  105632300  105712963     58       9  696405       2.9845   -3.1086e-15       2.9845
ENSG00000065613   10  105691959  105798991    114       7  693970       1.3249   -3.1086e-15       1.3249
ENSG00000065618   10  105781044  105880760     66       8  698698      0.27406   -3.0531e-15      0.27406
ENSG00000156384   10  105846816  105896143     24       3  692066      -1.3367   -3.1086e-15      -1.3367
ENSG00000197748   10  105879646  106027120    115      14  696637      0.19138   -3.0531e-15      0.19138
ENSG00000148834   10  105960114  106037217     51       9  697525       1.1095   -3.1086e-15       1.1095
ENSG00000065621   10  105993631  106074703     49       7  701181       1.0352   -3.1086e-15       1.0352
ENSG00000148841   10  106061894  106133162     43       5  703463       1.0833   -3.1086e-15       1.0833
ENSG00000120051   10  106078522  106224848     95      13  701378     -0.32412   -3.0531e-15     -0.32412
ENSG00000156395   10  106365859  107034993    764      32  700090      -1.4815   -3.1086e-15      -1.4815
ENSG00000108018   10  108323421  108959292    668      68  693935      -3.0194   -3.1086e-15      -3.0194
ENSG00000108039   10  111614524  111718311     61       6  699869      -1.8886   -3.1086e-15      -1.8886
ENSG00000203876   10  111691029  111748649     34       2  707700     -0.75572   -3.1086e-15     -0.75572
ENSG00000148700   10  111721126  111905323     76       7  697133     0.061688   -3.0531e-15     0.061688
ENSG00000119950   10  111932363  112057123     76      11  696531     -0.37825   -3.0531e-15     -0.37825
ENSG00000119953   10  112040488  112099709     40       7  701216      -1.3312   -3.1086e-15      -1.3312
ENSG00000138166   10  112222596  112281302     27       4  704592     -0.67851   -3.1086e-15     -0.67851
ENSG00000108055   10  112292449  112374394     78       7  699992      -1.1834   -3.1086e-15      -1.1834
ENSG00000203867   10  112369155  112609227    343      38  693463      -2.8874   -3.1086e-15      -2.8874
ENSG00000150593   10  112596565  112669764     54      12  677845     -0.69347   -3.1086e-15     -0.69347
ENSG00000108061   10  112644301  112783425     95      11  699163     -0.97911   -3.1086e-15     -0.97911
ENSG00000214413   10  112648488  112714032     40       7  694868      -1.0027   -3.1086e-15      -1.0027
ENSG00000150594   10  112801790  112850658     21       5  690201      -1.8008   -3.1086e-15      -1.8008
ENSG00000119927   10  113899624  114010135    103      16  686666        3.241   -3.1086e-15        3.241
ENSG00000119913   10  114008493  114074793     86      14  700149       1.9273   -3.1086e-15       1.9273
ENSG00000197142   10  114098776  114198138     82      10  698422      0.53533   -3.1086e-15      0.53533
ENSG00000151532   10  114171756  114588503    337      53  685067       3.0537   -3.1086e-15       3.0537
ENSG00000023041   10  114180058  114241672     48      13  681867     -0.30455   -3.0531e-15     -0.30455
ENSG00000148737   10  114675009  114937437    125      26  690113       1.7487   -3.1086e-15       1.7487
ENSG00000148702   10  115275596  115359361    173      33  698860      0.38661   -3.0531e-15      0.38661
ENSG00000197893   10  115338475  115458886    196      22  700756     -0.36053   -3.0531e-15     -0.36053
ENSG00000165806   10  115403942  115500662    136      16  701467      -0.9489   -3.1086e-15      -0.9489
ENSG00000148735   10  115476213  115553188     97      15  692457      -1.9818   -3.1086e-15      -1.9818
ENSG00000196865   10  115579420  115686953     51      10  692074      -3.4326   -3.1086e-15      -3.4326
ENSG00000198924   10  115584488  115649142     25       5  694295      -3.5343   -3.1086e-15      -3.5343
ENSG00000234631   10  115639530  115686949     22       6  685001      -3.0174   -3.1086e-15      -3.0174
ENSG00000043591   10  115768806  115816667     57       9  696987        2.649   -3.1086e-15        2.649
ENSG00000165813   10  115870621  115968979     59       6  697445       1.0135   -3.1086e-15       1.0135
ENSG00000095627   10  115904029  116002063     79       6  701352      0.88442   -3.1086e-15      0.88442
ENSG00000165816   10  115964018  116061272     90      11  697983      0.73625   -3.1086e-15      0.73625
ENSG00000169129   10  116044583  116199515    149      31  692588        3.747   -3.1086e-15        3.747
ENSG00000099204   10  116180872  116479762    297      37  695280     -0.96148   -3.1086e-15     -0.96148
ENSG00000151553   10  116546503  116669591     88       9  698920      -2.1157   -3.1086e-15      -2.1157
ENSG00000165832   10  116662952  116747430     74       6  699164      -1.5188   -3.1086e-15      -1.5188
ENSG00000107518   10  116818124  117718503    625      22  697617     -0.10293   -3.0531e-15     -0.10293
ENSG00000151892   10  117806444  118067979    321      35  698125      0.21235   -3.0531e-15      0.21235
ENSG00000182645   10  118048940  118149541     96      13  693451      0.20832   -3.0531e-15      0.20832
ENSG00000203837   10  118152379  118247469     85      10  693586     -0.89612   -3.1086e-15     -0.89612
ENSG00000175535   10  118270443  118337367     36       3  701648       0.1032   -3.0531e-15       0.1032
ENSG00000187021   10  118314897  118378687     56      12  702157      -3.2543   -3.1086e-15      -3.2543
ENSG00000165863   10  118413207  118464775     79      10  696570      -3.4875   -3.1086e-15      -3.4875
ENSG00000165868   10  118420703  118537085    124      16  696120      -5.0331   -2.6645e-15      -5.0331
ENSG00000188316   10  118574023  118681299     43       6  695966      -2.5148   -3.1086e-15      -2.5148
ENSG00000187164   10  118633742  118921097     89       9  688000      -1.4384   -3.1086e-15      -1.4384
ENSG00000148704   10  118878032  118932812     20       4  693089      0.20107   -3.0531e-15      0.20107
ENSG00000186795   10  118922000  118979810     54       7  696259      -2.2863   -3.1086e-15      -2.2863
ENSG00000165646   10  118965604  119048941    101      19  692381      -1.6835   -3.1086e-15      -1.6835
ENSG00000165650   10  119030000  119169978    121       8  692185    -0.050796   -3.0531e-15    -0.050796
ENSG00000170370   10  119266955  119319056     38       6  699023      -2.5957   -3.1086e-15      -2.5957
ENSG00000107560   10  119754427  119841114     37       6  692735      -1.0712   -3.1086e-15      -1.0712
ENSG00000165669   10  120055401  120136840     46      10  699387      0.53766   -3.1086e-15      0.53766
ENSG00000119973   10  120342916  120390160     59      13  699810       2.0089   -3.1086e-15       2.0089
ENSG00000151893   10  120423679  120549761    116      13  698744       3.8718   -3.1086e-15       3.8718
ENSG00000188613   10  120754228  120803854     37       6  690656     -0.77747   -3.1086e-15     -0.77747
ENSG00000107581   10  120784356  120875316     37       4  688489     -0.61761   -3.1086e-15     -0.61761
ENSG00000119979   10  120828598  120907496     40       4  696166     -0.55898   -3.1086e-15     -0.55898
ENSG00000183605   10  120890279  120960179     38       7  699378       2.8593   -3.1086e-15       2.8593
ENSG00000165672   10  120917215  120973345     28       3  698550        4.434   -2.6645e-15        4.434
ENSG00000198873   10  120932101  121225131    262      38  696663       4.2777   -2.6645e-15       4.2777
ENSG00000148908   10  121249340  121337220     68      14  700671      0.42802   -3.0531e-15      0.42802
ENSG00000151923   10  121324199  121391541     43       8  701479      -1.5433   -3.1086e-15      -1.5433
ENSG00000151929   10  121375882  121447331     64      14  696638       3.7249   -3.1086e-15       3.7249
ENSG00000198825   10  121450609  121598652     76      11  700125       2.2298   -3.1086e-15       2.2298
ENSG00000197771   10  121578972  121687068     94      10  696613       3.1281   -3.1086e-15       3.1281
ENSG00000107651   10  121617223  121712014     77       8  697574       4.6708   -2.6645e-15       4.6708
ENSG00000203805   10  122181466  122359367    210      33  695941      -4.8712   -2.6645e-15      -4.8712
ENSG00000177234   10  122322721  122369629     54      12  687631      -3.6926   -3.1086e-15      -3.6926
ENSG00000120008   10  122575687  122679036    134      13  700290      -2.4553   -3.1086e-15      -2.4553
ENSG00000066468   10  123227848  123392972    104      27  679156       2.0959   -3.1086e-15       2.0959
ENSG00000107669   10  123489939  123723316    209      20  699840       1.7611   -3.1086e-15       1.7611
ENSG00000107672   10  123706603  123769732     56       6  697334       1.2505   -3.1086e-15       1.2505
ENSG00000138162   10  123713689  124024060    349      63  693324      0.77483   -3.1086e-15      0.77483
ENSG00000138152   10  123995821  124107677    214      25  699464       1.6172   -3.1086e-15       1.6172
ENSG00000107679   10  124099212  124201867    114      13  703479       2.7385   -3.1086e-15       2.7385
ENSG00000254636   10  124179169  124226868     38       7  704523       2.9383   -3.1086e-15       2.9383
ENSG00000166033   10  124186041  124284424    106      18  693294       2.8466   -3.1086e-15       2.8466
ENSG00000187908   10  124285181  124413252      7       1  519385      0.15641   -3.0531e-15      0.15641
ENSG00000183559   10  124447225  124494338     32      10  687946      -2.2101   -3.1086e-15      -2.2101
ENSG00000138161   10  124581665  124674146     45       6  693073      -1.9684   -3.1086e-15      -1.9684
ENSG00000213185   10  124598594  124674157     36       4  691557      -1.7042   -3.1086e-15      -1.7042
ENSG00000203795   10  124635217  124682627     35       4  698166      -1.8929   -3.1086e-15      -1.8929
ENSG00000179988   10  124678897  124767029     75      11  699513      -2.2273   -3.1086e-15      -2.2273
ENSG00000119965   10  124680419  124748919     50       7  698895      -3.1495   -3.1086e-15      -3.1495
ENSG00000196177   10  124733495  124827827     96      15  699501      -1.7216   -3.1086e-15      -1.7216
ENSG00000095574   10  124740322  124803333     64      10  700260      -1.2357   -3.1086e-15      -1.2357
ENSG00000188620   10  124860478  124907257     41      11  691950      -1.8168   -3.1086e-15      -1.8168
ENSG00000188816   10  124872638  124920188     28       8  687640      -1.9752   -3.1086e-15      -1.9752
ENSG00000154473   10  124878793  124934886     38       7  689148      -1.5871   -3.1086e-15      -1.5871
ENSG00000154478   10  125390871  125464123     79      14  700834      -4.1047   -2.6645e-15      -4.1047
ENSG00000121898   10  125455723  125734783    242      49  684674      -2.6314   -3.1086e-15      -2.6314
ENSG00000182022   10  125757184  125888206     41       8  670936     -0.82435   -3.1086e-15     -0.82435
ENSG00000065154   10  126075872  126142545     28       7  693879      0.36321   -3.0531e-15      0.36321
ENSG00000107902   10  126115403  126316457    263      36  695972       4.3243   -2.6645e-15       4.3243
ENSG00000229544   10  126125592  126173753     34      10  686215      0.83649   -3.1086e-15      0.83649
ENSG00000258539   10  126295649  126515296    158      18  695041       2.7526   -3.1086e-15       2.7526
ENSG00000189319   10  126297861  126467838    140      17  694115       2.7927   -3.1086e-15       2.7927
ENSG00000203791   10  126426718  126515439     28       4  701209       3.7481   -3.1086e-15       3.7481
ENSG00000165660   10  126455354  126535239     18       3  701494       5.0493   -2.6645e-15       5.0493
ENSG00000019995   10  126595692  126686758     43       7  689739       4.8573   -2.6645e-15       4.8573
ENSG00000175029   10  126666421  126884739    253      38  692630       3.5355   -3.1086e-15       3.5355
ENSG00000175018   10  127255091  127406713    102      17  698036      -1.9529   -3.1086e-15      -1.9529
ENSG00000107938   10  127373084  127462712     47       8  692075      -1.7284   -3.1086e-15      -1.7284
ENSG00000154485   10  127445022  127499390     33       2  703719     -0.87357   -3.1086e-15     -0.87357
ENSG00000188690   10  127467146  127546817     49       3  700967     -0.71135   -3.1086e-15     -0.71135
ENSG00000107949   10  127477115  127552264     47       3  701053     -0.73179   -3.1086e-15     -0.73179
ENSG00000089876   10  127514906  127620005     29       4  698450    -0.030819   -3.0531e-15    -0.030819
ENSG00000203780   10  127550108  127708161    126       9  702941       2.8984   -3.1086e-15       2.8984
ENSG00000148848   10  127690950  128112024    645      76  697519       4.2604   -2.6645e-15       4.2604
ENSG00000154493   10  128103566  128394079    332      49  692474      -1.7173   -3.1086e-15      -1.7173
ENSG00000150760   10  128558978  129260781    637      75  694074      -2.5278   -3.1086e-15      -2.5278
ENSG00000188916   10  128923694  129029422     91      12  699071       -2.461   -3.1086e-15       -2.461
ENSG00000214285   10  129312613  129360935    102      17  696449      -3.2066   -3.1086e-15      -3.2066
ENSG00000186766   10  129500499  129549450     68       3  684409      -1.6701   -3.1086e-15      -1.6701
ENSG00000180745   10  129666105  129726211     47      15  685252     -0.91791   -3.1086e-15     -0.91791
ENSG00000132334   10  129670325  129894119    230      55  690536      0.38015   -3.0531e-15      0.38015
ENSG00000148773   10  129884923  129959649     82      13  699975     0.024665   -3.0531e-15     0.024665
ENSG00000170430   10  131230448  131576271    388      37  696915       3.9058   -3.1086e-15       3.9058
ENSG00000268421   10  131298884  131344525     74       7  703948       2.9512   -3.1086e-15       2.9512
ENSG00000108001   10  131623547  131797105     67      27  671515     0.091894   -3.0531e-15     0.091894
ENSG00000108010   10  131899663  131992785    107      17  700005     -0.97066   -3.1086e-15     -0.97066
ENSG00000176769   10  132880654  133144984    408      76  689338      -2.1397   -3.1086e-15      -2.1397
ENSG00000189275   10  133594734  133657535     56       6  699111      -2.1393   -3.1086e-15      -2.1393
ENSG00000175470   10  133712955  133783331     45       5  700336      0.92159   -3.1086e-15      0.92159
ENSG00000176171   10  133771578  133830435     27       5  703274        1.192   -3.1086e-15        1.192
ENSG00000188385   10  133883175  134008313    140      22  695739      -1.1015   -3.1086e-15      -1.1015
ENSG00000151640   10  133965404  134029280     39       5  698801      -4.5464   -2.6645e-15      -4.5464
ENSG00000165752   10  134010996  134180351    135      20  692866      -3.0388   -3.1086e-15      -3.0388
ENSG00000148814   10  134110614  134205010     63       9  692999       -1.826   -3.1086e-15       -1.826
ENSG00000171813   10  134175672  134241367     28       7  684137      0.27288   -3.0531e-15      0.27288
ENSG00000180066   10  134222831  134272912     15       4  668355       3.3543   -3.1086e-15       3.3543
ENSG00000068383   10  134316324  134606979    160      23  690541     -0.58846   -3.1086e-15     -0.58846
ENSG00000148826   10  134588297  134634556     18       4  676714     -0.42346   -3.0531e-15     -0.42346
ENSG00000171811   10  134611896  134791327    120      16  689707      -1.0942   -3.1086e-15      -1.0942
ENSG00000197177   10  134849433  134955179     54      14  664314      -3.3589   -3.1086e-15      -3.3589
ENSG00000171798   10  134938951  135049916     76      13  683644      -1.8337   -3.1086e-15      -1.8337
ENSG00000171794   10  135008778  135055062     24       6  675631       -2.833   -3.1086e-15       -2.833
ENSG00000151650   10  135015908  135065433     36       9  674976      -2.6736   -3.1086e-15      -2.6736
ENSG00000151651   10  135065907  135125372     27       3  683207        -2.77   -3.1086e-15        -2.77
ENSG00000130640   10  135083135  135160841     29       4  681788      -3.1841   -3.1086e-15      -3.1841
ENSG00000198546   10  135086979  135176033     31       5  674814      -3.4914   -3.1086e-15      -3.4914
ENSG00000165828   10  135125650  135176187     13       4  670324       -4.133   -2.6645e-15       -4.133
ENSG00000130643   10  135128927  135185475     16       5  656683      -3.6585   -3.1086e-15      -3.6585
ENSG00000148832   10  135157695  135215198     24       6  665150      -2.8504   -3.1086e-15      -2.8504
ENSG00000148803   10  135158658  135206529     22       5  663096      -2.8137   -3.1086e-15      -2.8137
ENSG00000127884   10  135165984  135222193     21       5  667064      -2.5823   -3.1086e-15      -2.5823
ENSG00000254536   10  135169338  135243999     26       6  671689      -2.5891   -3.1086e-15      -2.5891
ENSG00000148824   10  135172598  135244811     26       6  671689      -2.5891   -3.1086e-15      -2.5891
ENSG00000268882   10  135182720  135228102     19       4  674175      -2.2602   -3.1086e-15      -2.2602
ENSG00000203772   10  135224170  135417916    119       8  697466      -2.9376   -3.1086e-15      -2.9376
ENSG00000130649   10  135298910  135384724     87       5  700227      -4.0817   -2.6645e-15      -4.0817
ENSG00000268925   10  135331026  135377661     73       3  701767      -3.5909   -3.1086e-15      -3.5909
ENSG00000171772   10  135357404  135417876     74       3  699828      -2.4672   -3.1086e-15      -2.4672
ENSG00000225899   10  135427399  135475299     21       3  698395      -1.9394   -3.1086e-15      -1.9394
ENSG00000177951   11     157784     242428     57      10  691327        3.434   -3.1086e-15        3.434
ENSG00000188076   11     158080     204573      8       4  689252       3.2664   -3.1086e-15       3.2664
ENSG00000177947   11     161738     210261     14       4  682302       3.6242   -3.1086e-15       3.6242
ENSG00000177963   11     172511     225113     42       8  692715       3.7845   -3.1086e-15       3.7845
ENSG00000185627   11     201546     262983     94      13  686796       3.4185   -3.1086e-15       3.4185
ENSG00000142082   11     205458     271931     91      13  687582       3.2432   -3.1086e-15       3.2432
ENSG00000174885   11     243365     295359     50      10  677213        2.834   -3.1086e-15        2.834
ENSG00000142102   11     254135     306107     24       9  651841     -0.57739   -3.1086e-15     -0.57739
ENSG00000185201   11     272631     325272     13       6  624930      -1.1581   -3.1086e-15      -1.1581
ENSG00000185885   11     278506     325272     11       5  611712      -1.1602   -3.1086e-15      -1.1602
ENSG00000206013   11     288200     334526     13       5  608281     -0.64276   -3.1086e-15     -0.64276
ENSG00000142089   11     309669     362537     27       8  605315      0.51806   -3.1086e-15      0.51806
ENSG00000182272   11     334796     392116     30       9  619471      0.34406   -3.0531e-15      0.34406
ENSG00000184363   11     357614     414908     15       5  662779      -1.9199   -3.1086e-15      -1.9199
ENSG00000185187   11     395716     452455     15       4  682088      -2.5307   -3.1086e-15      -2.5307
ENSG00000185101   11     407933     477011     24       5  687815       1.7482   -3.1086e-15       1.7482
ENSG00000174915   11     413268     501393     31       6  689927       1.7913   -3.1086e-15       1.7913
ENSG00000023191   11     484512     542300     19       5  685468       1.7049   -3.1086e-15       1.7049
ENSG00000161328   11     502527     564916     21       7  679469       0.8003   -3.1086e-15       0.8003
ENSG00000174775   11     522242     572287     21       7  683301      0.47722   -3.0531e-15      0.47722
ENSG00000099849   11     525404     574021     22       7  684245      0.50157   -3.1086e-15      0.50157
ENSG00000070047   11     541486     622222     33       8  687187      0.93692   -3.1086e-15      0.93692
ENSG00000185522   11     544855     595779     21       7  685652      0.78888   -3.1086e-15      0.78888
ENSG00000069696   11     602293     650706     15       6  677586       1.1552   -3.1086e-15       1.1552
